Country,Happiness Rank,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Generosity,Freedom,Trust (Government Corruption)
Thailand,32,6.4239997863769505,1.12786877155304,0.647239029407501,0.572123110294342,0.580200731754303,0.0316127352416515
Spain,34,6.40299987792969,1.38439786434174,0.888960599899292,0.190133571624756,0.408781230449677,0.0709140971302986
Qatar,35,6.375,1.8707656860351598,0.7100980877876278,0.33047387003898604,0.604130983352661,0.43929925560951205
Colombia,36,6.35699987411499,1.07062232494354,0.595027923583984,0.14901447296142598,0.47748741507530196,0.0466687418520451
Saudi Arabia,37,6.343999862670901,1.53062355518341,0.590148329734802,0.147616013884544,0.449750572443008,0.27343225479126004
Kuwait,39,6.10500001907349,1.63295245170593,0.6321057081222529,0.228289797902107,0.49633759260177596,0.21515955030918102
Slovakia,40,6.09800004959106,1.32539355754852,0.712732911109924,0.136544480919838,0.295817464590073,0.0242108516395092
Bahrain,41,6.08699989318848,1.4884122610092199,0.653133034706116,0.17266848683357197,0.536746919155121,0.257042169570923
Malaysia,42,6.08400011062622,1.29121541976929,0.618784427642822,0.416608929634094,0.40226498246192893,0.0656007081270218
Nicaragua,43,6.07100009918213,0.737299203872681,0.6530959606170649,0.301674216985703,0.447551846504211,0.130687981843948
Ecuador,44,6.00799989700317,1.00082039833069,0.685636222362518,0.15011246502399403,0.4551981985569,0.140134647488594
El Salvador,45,6.002999782562259,0.9097844958305359,0.596018552780151,0.0782579854130745,0.432452529668808,0.0899809598922729
Poland,46,5.97300004959106,1.29178786277771,0.699475347995758,0.158465966582298,0.520342111587524,0.0593078061938286
Italy,48,5.96400022506714,1.3950666189193701,0.8531443476676941,0.17278964817523998,0.256450712680817,0.0280280914157629
Russia,49,5.962999820709231,1.28177809715271,0.547349333763123,0.0522638224065304,0.373783111572266,0.0329628810286522
Japan,51,5.92000007629395,1.41691517829895,0.9134758710861209,0.12057276815175999,0.505625545978546,0.163760736584663
Lithuania,52,5.90199995040894,1.3145823478698702,0.62894994020462,0.010164656676352,0.234231784939766,0.0118656428530812
Algeria,53,5.872000217437741,1.09186446666718,0.6175846457481379,0.0694366469979286,0.233335807919502,0.14609611034393302
Latvia,54,5.849999904632571,1.26074862480164,0.638566970825195,0.153074786067009,0.32570791244506797,0.0738427266478539
South Korea,55,5.837999820709231,1.40167844295502,0.900214076042175,0.206674367189407,0.257921665906906,0.0632826685905457
Moldova,56,5.837999820709231,0.7288706302642819,0.5894652009010309,0.20877912640571603,0.24072904884815197,0.0100912861526012
Romania,57,5.824999809265139,1.21768391132355,0.6851583123207089,0.133519917726517,0.457003742456436,0.0043879006989300294
Bolivia,58,5.82299995422363,0.833756566047668,0.47363024950027505,0.22556072473526,0.5587329268455511,0.0604777261614799
Kazakhstan,60,5.8189997673034695,1.2845562696456898,0.6060415506362921,0.20196442306041698,0.43745428323745705,0.11928288638591802
Slovenia,62,5.75799989700317,1.3412059545516999,0.7908282279968258,0.242649093270302,0.572575807571411,0.0451289787888527
Peru,63,5.71500015258789,1.0352252721786501,0.6301661133766171,0.126819714903831,0.45000287890434293,0.0470490865409374
Mauritius,64,5.62900018692017,1.1893955469131499,0.6380074620246889,0.360933750867844,0.491247326135635,0.0421815551817417
Cyprus,65,5.62099981307983,1.3559380769729599,0.84471470117569,0.271254301071167,0.35511153936386103,0.0412379764020443
Estonia,66,5.61100006103516,1.3208793401718102,0.695168316364288,0.0988908112049103,0.479131430387497,0.18324892222881303
Belarus,67,5.5689997673034695,1.15655755996704,0.6377142667770389,0.15513750910759,0.295400261878967,0.156313821673393
Libya,68,5.525000095367429,1.1018030643463101,0.520169019699097,0.15207366645336198,0.465733230113983,0.0926102101802826
Turkey,69,5.5,1.1982743740081798,0.6376056075096129,0.0466930419206619,0.300740599632263,0.0996715798974037
Paraguay,70,5.493000030517581,0.932537317276001,0.579250693321228,0.224150657653809,0.473507791757584,0.091065913438797
Philippines,72,5.42999982833862,0.85769921541214,0.46800905466079706,0.193513423204422,0.585214674472809,0.0993318930268288
Serbia,73,5.39499998092651,1.06931757926941,0.65078467130661,0.22012588381767298,0.20871552824974102,0.0409037806093693
Jordan,74,5.33599996566772,0.9910123944282528,0.6045900583267211,0.17217046022415197,0.418421149253845,0.11980327218771002
Hungary,75,5.32399988174438,1.2860119342803997,0.6877634525299069,0.0784016624093056,0.17586351931095098,0.0366369374096394
Jamaica,76,5.31099987030029,0.925579309463501,0.6410223841667181,0.23381833732128102,0.474307239055634,0.0552677810192108
Croatia,77,5.2930002212524405,1.22255623340607,0.701288521289825,0.248002976179123,0.255772292613983,0.0431031100451946
China,79,5.2729997634887695,1.08116579055786,0.741415500640869,0.0288068410009146,0.47278770804405196,0.0227942746132612
Pakistan,80,5.26900005340576,0.7268835306167599,0.40204778313636796,0.31544601917266807,0.23521526157856,0.12434806674718901
Indonesia,81,5.26200008392334,0.995538592338562,0.49234572052955605,0.611704587936401,0.443323463201523,0.0153171354904771
Venezuela,82,5.25,1.12843120098114,0.617144227027893,0.0650196298956871,0.15399712324142498,0.0644911229610443
Montenegro,83,5.23699998855591,1.12112903594971,0.6674646735191351,0.197911024093628,0.194989055395126,0.0881741940975189
Morocco,84,5.2350001335144,0.8781145811080929,0.59771066904068,0.0322099551558495,0.408158332109451,0.0877631828188896
Azerbaijan,85,5.234000205993651,1.1536017656326298,0.5407757759094239,0.0452693402767181,0.39815583825111406,0.180987507104874
Dominican Republic,86,5.230000019073491,1.07937383651733,0.574873745441437,0.186967849731445,0.55258983373642,0.113945253193378
Greece,87,5.2270002365112305,1.28948748111725,0.8101989030838009,0.0,0.0957312509417534,0.043289776891470004
Lebanon,88,5.22499990463257,1.07498753070831,0.7350810766220089,0.26445075869560203,0.28851598501205394,0.037513829767704
Portugal,89,5.19500017166138,1.3151752948761002,0.795843541622162,0.0951027125120163,0.498465299606323,0.0158694516867399
Honduras,91,5.1810002326965305,0.730573117733002,0.582569479942322,0.23618887364864302,0.348079860210419,0.0733454525470734
Vietnam,94,5.07399988174438,0.7885475754737851,0.6521689891815191,0.23496805131435397,0.571055591106415,0.0876332372426987
Nigeria,95,5.07399988174438,0.783756256103516,0.0569157302379608,0.23094719648361198,0.394952565431595,0.0261215660721064
Tajikistan,96,5.04099988937378,0.524713635444641,0.5292351245880129,0.24899764358997303,0.47156670689582797,0.14637714624404902
Bhutan,97,5.01100015640259,0.885416388511658,0.495879292488098,0.474054545164108,0.5015376806259161,0.17338038980960802
Kyrgyzstan,98,5.0040001869201705,0.5962200760841371,0.553457796573639,0.42858037352562,0.454943388700485,0.0394391790032387
Nepal,99,4.961999893188481,0.479820191860199,0.504130780696869,0.39409616589546204,0.44030594825744607,0.0729755461215973
Mongolia,100,4.95499992370605,1.0272358655929599,0.557783484458923,0.338464230298996,0.39414396882057207,0.0329022891819477
South Africa,101,4.8289999961853,1.05469870567322,0.18708007037639604,0.13936237990856198,0.479246735572815,0.0725094974040985
Tunisia,102,4.80499982833862,1.00726580619812,0.613212049007416,0.0496933571994305,0.289680689573288,0.0867231488227844
Egypt,104,4.7350001335144,0.989701807498932,0.520187258720398,0.128631442785263,0.28211015462875394,0.114381365478039
Bulgaria,105,4.71400022506714,1.1614590883255,0.708217680454254,0.113177694380283,0.28923171758651695,0.0110515309497714
Sierra Leone,106,4.70900011062622,0.36842092871666,0.005564753897488121,0.293040901422501,0.318697690963745,0.0710951760411263
Cameroon,107,4.69500017166138,0.564305365085602,0.132892116904259,0.23629845678806302,0.430388748645782,0.0513066314160824
Iran,108,4.69199991226196,1.15687310695648,0.639333188533783,0.387242913246155,0.24932260811328896,0.048761073499918005
Albania,109,4.64400005340576,0.996192753314972,0.731159746646881,0.20131294429302202,0.381498634815216,0.0398642159998417
Kenya,112,4.55299997329712,0.560479462146759,0.30998834967613204,0.444860309362411,0.45276376605033897,0.0646413192152977
Myanmar,114,4.54500007629395,0.36711055040359497,0.397522568702698,0.8380751609802249,0.514492034912109,0.188816204667091
Senegal,115,4.53499984741211,0.479309022426605,0.409362852573395,0.183468893170357,0.37792226672172496,0.11546044796705199
Zambia,116,4.513999938964839,0.6364067792892459,0.25783589482307395,0.249580144882202,0.461603492498398,0.0782135501503944
Iraq,117,4.49700021743774,1.1027104854583702,0.501180469989777,0.19963726401329,0.288555532693863,0.10721575468778599
Gabon,118,4.46500015258789,1.1982102394104,0.35657858848571794,0.0437853783369064,0.31232857704162603,0.0760467872023582
Ethiopia,119,4.46000003814697,0.339233845472336,0.35340970754623396,0.31265074014663696,0.408842742443085,0.16545571386814098
Sri Lanka,120,4.44000005722046,1.00985014438629,0.625130832195282,0.49086356163024897,0.561213254928589,0.0736539661884308
Armenia,121,4.37599992752075,0.900596737861633,0.637524425983429,0.0834880918264389,0.198303267359734,0.0266744215041399
India,122,4.31500005722046,0.7922212481498722,0.455427616834641,0.23153848946094502,0.469987004995346,0.0922268852591515
Mauritania,123,4.29199981689453,0.6484572887420649,0.285349279642105,0.201870024204254,0.0960980430245399,0.136957004666328
Georgia,125,4.28599977493286,0.950612664222717,0.649546980857849,0.0540088154375553,0.309410035610199,0.25166663527488703
Mali,127,4.19000005722046,0.476180493831635,0.16936567425727803,0.183354198932648,0.306613743305206,0.10497024655342098
Cambodia,129,4.1680002212524405,0.6017650961875921,0.429783403873444,0.385922968387604,0.633375823497772,0.0681059509515762
Ghana,131,4.11999988555908,0.667224824428558,0.29563772678375205,0.25692394375801103,0.423026293516159,0.0253363698720932
Ukraine,132,4.09600019454956,0.89465194940567,0.575903952121735,0.270061463117599,0.12297477573156401,0.0230294708162546
Uganda,133,4.08099985122681,0.381430715322495,0.21763260662555703,0.32576605677604703,0.443185955286026,0.057069718837738
Burkina Faso,134,4.03200006484985,0.35022771358490007,0.21584425866603896,0.250864684581757,0.32436785101890603,0.12032810598611803
Malawi,136,3.97000002861023,0.233442038297653,0.315089583396912,0.28717046976089505,0.466914653778076,0.0727116540074348
Chad,137,3.9360001087188703,0.43801298737525896,0.0411347150802612,0.21611385047435802,0.16234202682972002,0.0535818822681904
Zimbabwe,138,3.875,0.37584653496742204,0.19676375389099102,0.189143493771553,0.336384207010269,0.0953753814101219
Botswana,142,3.7660000324249303,1.12209415435791,0.34175550937652605,0.0993484482169151,0.505196332931519,0.0985831990838051
Benin,143,3.65700006484985,0.43108540773391707,0.20993021130561804,0.207948461174965,0.42596277594566295,0.0609290152788162
Madagascar,144,3.64400005340576,0.305808693170547,0.375223308801651,0.208732530474663,0.18919676542282102,0.0672319754958153
Haiti,145,3.6029999256133998,0.368610262870789,0.277321130037308,0.48920378088951094,0.0303698573261499,0.0998721495270729
Yemen,146,3.59299993515015,0.5916834473609921,0.310080915689468,0.104125209152699,0.24946372210979503,0.0567674227058887
Liberia,148,3.5329999923706095,0.11904179304838199,0.229918196797371,0.26654988527298,0.33288118243217496,0.0389482490718365
Guinea,149,3.50699996948242,0.24454993009567302,0.194129139184952,0.264815092086792,0.348587512969971,0.110937617719173
Togo,150,3.4949998855590803,0.30544471740722695,0.247105568647385,0.19689615070819896,0.38042613863945,0.0956650152802467
Rwanda,151,3.47099995613098,0.368745893239975,0.326424807310104,0.25275602936744695,0.5818438529968261,0.455220013856888
Syria,152,3.46199989318848,0.777153134346008,0.5005333423614501,0.49366372823715204,0.0815394446253777,0.15134713053703303
Tanzania,153,3.34899997711182,0.511135876178741,0.364509284496307,0.354256361722946,0.390017777681351,0.0660351067781448
Burundi,154,2.90499997138977,0.09162256866693501,0.151610791683197,0.20443518459796897,0.0599007532000542,0.0841479450464249
